10/11/2022,9,2.3,8
11/11/2022,12,1.9,19.04
12/11/2022,12,1.61,5.28
13/11/2022,10,2.06,0.2
14/11/2022,11,2,34
15/11/2022,12,2.19,30.88
16/11/2022,11,3.47,59.48
17/11/2022,11,,25.44
18/11/2022,15.2,,4.1
19/11/2022,11.4,,6.1
20/11/2022,10.6,,0.5
21/11/2022,8.3,,3
22/11/2022,9.7,,47
23/11/2022,7.6,,0.5
24/11/2022,9.2,,0
25/11/2022,9.3,,2
26/11/2022,11.9,,2
27/11/2022,9.8,,0
28/11/2022,5.6,,0
29/11/2022,8.9,,0.5
30/11/2022,8,,0
